"liver_S7"	"brain_S7"	"muscle_S7"	"heart_S7"	"kidney_S7"	"lung_S7"	"liver_S12"	"brain_S12"	"muscle_S12"	"heart_S12"	"kidney_S12"	"lung_S12"	"liver_S13"	"brain_S13"	"muscle_S13"	"heart_S13"	"kidney_S13"	"lung_S13"
"ZBTB44"	2270	4779	8685	3610	7246	3975	2327	6009	7479	1655	7214	2814	3208	9821	12259	2468	7704	3975
"ZBTB45"	50	179	56	36	82	168	68	283	72	35	150	104	51	221	78	56	106	107
"ZBTB46"	94	411	84	251	414	545	71	749	86	432	475	662	195	2600	100	424	480	417
"ZBTB47"	169	2286	3327	1708	359	706	222	3016	2591	1737	528	649	231	2479	3708	2074	440	638
"ZBTB48"	397	233	150	112	516	627	604	423	169	86	407	478	558	539	167	158	551	603
"ZBTB49"	63	133	102	57	106	188	137	168	80	46	112	140	84	262	140	69	145	194
"ZBTB5"	622	438	279	288	700	754	561	589	255	251	867	459	587	908	336	300	739	491
"ZBTB6"	373	939	617	427	545	762	218	861	402	257	691	424	369	1817	900	350	665	614
"ZBTB7A"	313	1184	320	154	332	1086	589	2320	348	266	614	773	389	1331	367	267	461	1107
"ZBTB7B"	782	307	546	421	775	1072	1510	312	253	293	860	643	615	853	348	364	892	1146
"ZBTB7C"	40	226	30	72	130	453	49	489	33	56	133	226	38	59	43	95	130	540
"ZBTB8A"	196	432.97	324	260	215	674	159	633.72	275	237	411	669	213	1151	387	306	333	638
"ZBTB8B"	0	86.03	0	0	13	0	0	123.28	0	1	2	6	0	109	0	0	9	0
"ZBTB8OS"	175	117	177	134	198	193	69	157	149	45	144	106	117	136	289	61	214	196
"ZBTB9"	91	169	28	110	219	295	88	224	39	61	223	104	114	325	75	97	254	290
"ZC2HC1A"	26	770	72	194	254	646	29	856	77	124	381	366	119	1183	108	164	330	520
"ZC2HC1B"	0	0	1	1	0	2	0	2	0	0	0	0	0	4	0	3	0	6.47
"ZC2HC1C"	29	79	60	129	241	204	32	158	101	38	221	39	115	125	189	91	251	104
"ZC3H10"	194	178	209	115	273	377	145	203	124	100	295	244	134	349	225	118	280	283
"ZC3H11A"	4678.11	3732.77	6318.51	4631.54	6577.06	7460.76	5138.27	5081.45	4265.29	3441.94	6555.84	7315.71	6135.43	9473.98	7794.52	4489.69	7314.88	7561.18
"ZC3H12A"	49	11	48	16	295	378	115	16	58	68	225	258	102	69	137	61	147	569
"ZC3H12B"	30	747	24	37	81	106	69	1226	19	54	204	76	85	681	34	54	103	95
"ZC3H12C"	808	1164	1933	2069	1064	1203	1044	1240	1827	890	1242	1018	1143	3199	3707	1397	1367	1062
"ZC3H12D"	14	10	4	8	38	37	11	44	2	3	10	63	11	11	2	6	70	48
"ZC3H13"	1469	4089	1186	2347	1842	2989	1567	5182	1767	1108	3034	2486	2300	4909	2103	1982	2102	2892
"ZC3H14"	1889	2736	1048	1183	3035	2605	1552	2851	667	610	2450	1953	2594	4024	1402	869	3004	2562
"ZC3H15"	1596.74	3143.38	1184	820.82	1972.86	1438.76	752.14	3258.57	781.44	469.55	1615.98	986.54	1150.85	3371.8	1585.28	565.14	2121.21	1432.55
"ZC3H18"	385	645	287	236	519	775	378	905	374	232	637	681	385	1312	359	333	592	800
"ZC3H3"	193	239	91	107	403	442	456	402	190	117	201	424	202	352	160	101	322	350
"ZC3H4"	500	825	307	419	769	1514	594	1497	625	440	1084	901	594	1451	495	455	942	1437
"ZC3H6"	748	2877	1747	2276	1677	1767	413	3360	1708	935	2697	1289	773	5140	3165	1706	1700	1693
"ZC3H7A"	1084	1074	1112	1356	1681	1903	955	1425	885	588	1865	1489	1137	2270	1379	1092	1679	1884
"ZC3H7B"	2206	5638	970	1486	5682	3657	5526	9343	1452	1008	4304	2871	2728	7522	1321	1587	5599	3542
"ZC3H8"	92	232	303	243	220	115	132	420	173	61	191	92	121	353	415	105	154	88
"ZC3HAV1"	2467	395	250	668	1757	3080	1716	500	321	843	2171	2414	1815	539	460	1035	2436	2091
"ZC3HAV1L"	11	10	3	17	63	118	10	52	6	46	186	153	30	11	21	52	95	62
"ZC3HC1"	525	428	887	410	503	346	272	498	665	200	501	229	318	581	1038	327	548	342
"ZC4H2"	109	412	40	86	279	202	126	540	35	58	388	166	138	442	76	59	316	174
"ZCCHC10"	171	445	731	367	326	473	137	323	301	184	298	271	249	798	733	237	325	504
"ZCCHC11"	1214	1352	2389	1577	1687	1917	1366	1823	2118	874	2058	1968	1689	4646	2886	1215	1868	1757
"ZCCHC12"	0	959	0	1	0	2	0	1708	2	0	0	2	0	3577	0	0	1	0
"ZCCHC13"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZCCHC14"	1679	1470	658	842	1998	1224	2987	2419	881	863	1601	999	1669	3781	977	956	2337	1121
"ZCCHC16"	44	4	1	0	101	0	11	10	0	0	0	0	22	15	0	0	86	0
"ZCCHC17"	250	1820	506	313	703	785	157	2263	351	145	682	408	244	2061	582	205	822	661
"ZCCHC18"	0	136	0	7	3	4	0	247	4	7	31	24	2	280	1	5	7	8
"ZCCHC2"	892	877	859	531	448	1661	1272	1370	993	336.14	579	985	1052	1366	1137	560.56	647	1465
"ZCCHC24"	1291	3542	1875	1391	327	1352	2196	3066	1726	1297	514	1200	1770	3261	3040	1572	323	1059
"ZCCHC3"	177	434	198	217	295	427	202	560	200	164	352	273	228	1071	220	252	405	338
"ZCCHC4"	187	175	298	248	269	347	139	191	262	86	252	254	187	351	356	167	263	352
"ZCCHC5"	0	0	4	12	0	0	0	5	3	53	2	17	0	0	1	32	0	0
"ZCCHC6"	3094	1080	1147	1035	1153	2409	4423	1350	921	637	1532	2106	5816	1529	1684	863	1283	2530
"ZCCHC7"	416	890	258	313	524	734	414	1047	191	316	674	682	441	2304	328	384	620	723
"ZCCHC8"	522	317	694	265	642	970	572	346	500	235	878	651	708	1099	922	357	811	884
"ZCCHC9"	635	154	275	204	378	371	231	170	110	113	280	216	377	349	314	146	431	349
"ZCRB1"	846	1366	1217	775	1042	832	335	1190	789	239	887	507	658	1546	1861	376	1252	875
"ZCWPW1"	126	121	58	92	145	133	102	92	23	37	164	84	108	257	71	47	119	113
"ZCWPW2"	14	89	168	71	60	26	9	104	89	17	77	28	22	72	159	37	52	46
"ZDBF2"	363	5502	1898	1056	1196	1100	510	6441	1419	665	1494	789	910	8021	2801	889	1383	1256
"ZDHHC1"	28	56	18	21	137	180	17	111	28	35	172	104	50	108	39	46	197	131
"ZDHHC11"	21	102	13	85	208	221	101	951	56	84	36	589	60	389	26	209	221	159
"ZDHHC12"	493	69	21	27	257	492	387	61	23	24	305	134	325	49	63	35	323	418
"ZDHHC13"	27	566	30	143	390	486	12	573	26	113	664	192	89	946	61	113	518	390
"ZDHHC14"	236	570	76	133	290	260	397	1050	96	133	760	258	252	975	71	134	291	193
"ZDHHC15"	6	344	47	133	203	131	2	488	22	103	286	166	35	470	37	130	203	157
"ZDHHC16"	628	505	373	224	699	677	686	737	421	165	844	460	641	678	748	243	759	965
"ZDHHC17"	572	5044	1292	1121	1082	1539	496	5093	750	711	1706	1203	883	7739	1508	978	1219	1290
"ZDHHC18"	352	295	105	225	264	754	713	457	125	274	286	495	406	337	179	268	322	870
"ZDHHC19"	9	0	0	0	0	6	6	1	0	0	0	3	2	1	4	0	1	4
"ZDHHC2"	450	2319	2662	953	2868	2269	194	1451	1051	292	6846	878	750	7075	4480	327	2959	2714
"ZDHHC20"	989	2393	667	812	1135	4350	917	2216	341	810	1273	2209	1270	3219	974	1021	1558	4205
"ZDHHC21"	403	4247	700	1267	1131	1592	354	4661	770	592	1626	844	961	8775	1288	1065	1289	1966
"ZDHHC22"	1	1319	4	0	0	0	0	1703	0	1	0	3	0	634	1	0	2	3
"ZDHHC23"	213	1298	14	43	511	442	352	2109	29	39	618	189	656	495	47	70	712	381
"ZDHHC24"	81	132	29	22	171	301	96	220	19	24	210	124	80	101	36	20	215	272
"ZDHHC3"	1258	1412	1018.37	1029	1709	3249.42	1308	1781.49	1034	594.05	2594.72	2007.8	1324	2135.39	1854.37	1017.62	1987.52	3165.76
"ZDHHC4"	982	752	933	398	1132	766	570	967	580	133	1011	399	678	538	1363	288	1132	790
"ZDHHC5"	2103	1420	1502	1400	2489	3113	1926	1827	1915	1083	3074	1707	1874	2058	2076	1452	2582	3089
"ZDHHC6"	728	618	334	306	1881	817	476	791	257	203	1007	840	649	732	462	265	1765	964
"ZDHHC7"	277	989	1840	1124	1394	2303	567	1320	1644	474	2286	1450	519	1594	2525	905	1773	2390
"ZDHHC8"	246	752	124	172	335	634	464	1440	187	192	532	506	350	642	139	235	369	629
"ZDHHC8P1"	0	149	0	0	9	19	2	178	0	1	89	10	8	159	9	1	22	11
"ZDHHC9"	1570	2303	210	382	2072	859	1361	1808	211	236	584	614	1136	1438	275	444	1818	1009
"ZEB1"	932	4562	6318	5362	1052	3547	565	4824	3339	3817	1824	4882	1247	5700	7339	5187	1103	3866
"ZEB1-AS1"	0	41.42	0	0	43.82	40.08	0.14	26.47	3.3	33.63	116.07	68.97	32.65	123.61	0	32.85	102.41	0
"ZEB2"	1356.43	12923.74	1482.2	4643.73	2184.12	9686.8	861.04	12359.61	1256.17	3165	2956.49	7479.89	2695.24	7106.3	2535.75	4312.92	2427.43	7810.58
"ZEB2-AS1"	0	1	0	0	3	0	0	3	0	0	0	0	0	0	0	1	3	0
"ZEB2_AS1_1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZEB2_AS1_3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZEB2_AS1_4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZER1"	493	3683	1299	1289	1838	1381	997	6162	1769	782	1362	934	780	2598	1635	1150	2002	1105
"ZFAND1"	773	1158	723	456	967	969	490	1247	362	282	796	760	714	2044	988	361	1061	1045
"ZFAND2A"	563	443	66	52	127	213	451	636	45	30	195	170	145	481.98	59	44	155	274
"ZFAND2B"	567	484	236	142	590	463	562	622	133	103	417	392	451	616	331	145	813	387
"ZFAND3"	1108	805	933	864	1798	1316	1303	1382	1557	564	1639	850	1095	1018	1413	850	1608	1155
"ZFAND4"	442	186	135	176	303	398	456	252	167	150	405	304	256	2019	243	200	301	403
"ZFAND5"	3125	9611	7023	4822	3420	7277	2183	9395	8045	1789	4602	3966	8077	13795	11884	2803	4676	7006
"ZFAND6"	1712	992	2728	1439	1915	2080	928	906	1461	600	1736	1156	1178	2374.78	2995	780	2069	1997
"ZFAS1"	348	394	142	103	463	1096	108	324	61	93	420	565	198	792	168	75	478	1301
"ZFAT"	196	546	324	205	1772	531	184	668	299	119	807	532	253	631	562	263	1897	560
"ZFAT-AS1"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZFC3H1"	692	1092	476	1394	1334	1985	1027	1832	746	960	1346	3468	1073	2557	882	1105	1458	1717
"ZFHX2"	16	236	12	24	156	257	21	529	42	11	328	144	28	244	12	54	155	133
"ZFHX3"	966	589	1305	1359	1237	3175	1827	923	3782	1631	2771	3417	1397	374	2672	1592	1515	2689
"ZFHX4"	1663	1090	1238	370	60	50	2131	1249	2234	128	129	126	1602	316	2012	72	37	19
"ZFHX4-AS1"	3	45	38	0	0	0	1	27	26	0	0	0	2	7	62	0	0	0
"ZFP1"	1063	1509	251	228	331	511	1061	1564	206	218	658	397	874	2204	451	282	588	354
"ZFP112"	126	506	168	309	433	360	115	551	103	136	455	292	218	1622	279	236	486	304
"ZFP14"	356	1612	176	325	878	864	192	1252	136	256	733	595	425	2810	289	423	935	673
"ZFP2"	38	215	142	58	131	78	26	218	58	31	165	49	61	382	120	40	190	76
"ZFP28"	61	934	141	331	308	404	24	1092	101	227	340	445	117	1497	186	323	478	375
"ZFP3"	50	515	436	662	588	431	72	582	482	228	629	234	110	1199	771	437	607	328
"ZFP30"	285	1008	357	473	567	720	219	1020	260	262	747	446	432	2137	540	346	731	414
"ZFP36"	408	26	248	63	1397	2592	328	41	325	638	981	2099	704	64	365	148	733	5443
"ZFP36L1"	3315	745	573	1042	3916	4337	2060	646	596	1443	2896	3684	4534	783	873	1331	3604	4811
"ZFP36L2"	1111	342	426	859	1459	3423	1060	410	621	1399	1492	3222	1032	362	577	1147	1760	3608
"ZFP37"	38	320	92	111	168	161	7	345	47	73	260	77	79	937	119	93	212	101
"ZFP41"	109.98	325.49	52.01	76.63	369.55	314.57	235.73	857.47	149.18	102.54	291.99	363.49	116.82	515.92	117.51	165.84	432.42	242.29
"ZFP42"	0	0	0	0	1	0	0	0	0	0	5	3	0	0	0	0	4	1
"ZFP57"	0	0	0	0	0	167	0	3	1	77	5	37	7	0	0	80	22	1
"ZFP62"	434	858	508	613	1043	1077	461	1056	573	393	1337	1000	446	1869	752	611	1215	871
"ZFP64"	253	467	158	183	326	409	242	675	152	120	267	282	256	486	177	182	414	336
"ZFP69"	57	90	6	38	56	164	47	122	13	44	110	99	98	218	21	74	115	90
"ZFP69B"	32	314	7	40	30	43	16	587	3	55	38	42	27	189	26	33	21	36
"ZFP82"	23	509	73	187	206	232	27	525	50	127	165	156	107	1042	81	173	230	165
"ZFP90"	463	1848	374	540	1036	1277	308	2225	313	365	1453	955	547	2509	437	544	1231	1144
"ZFP91"	2366	4350	3993.02	3303	3239	3103.59	1786.41	4573.29	3681.03	1391.18	3207.19	2538.2	1878.52	7475.94	5510.16	1960.79	3284.49	3127.48
"ZFP91-CNTF"	0	0	50.71	0	0	25.41	27.59	109.71	15.82	14.82	59.04	42.8	2.92	90.76	82.18	22.21	27.51	21.52
"ZFP92"	2	91	1	5	28	59	11	153	5	13	60	23	2	82	5	6	24	43
"ZFPL1"	293	300	238	150	336	454	241	336	176	101	246	178	238	363	249	120	464	328
"ZFPM1"	104	33	8	19	34	60	238	84	19	23	69	91	149	135	4	19	46	40
"ZFPM2"	157	1020	716	1058	88	296	87	1469	1039	377	50	538	372	6866	1066	685	64	267
"ZFR"	2541	7552	3654	3508	3804	4189	2024	8540	2043	1435	6435	2941	2479	11131	5151	2172	4011	3781
"ZFR2"	5	195	0	0	1	8	0	501	0	0	7	0	0	72	0	1	0	9
"ZFX"	1653	2024	2458	1829	1669	2383	1439	2257	2222	933	2765	1864	1975	4885	3480	1251	1708	2014
"ZFX-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ZFY"	919	1027	989	704	825	2488	601	917	677	504	1130	791	1752	4786	2545	1136	1911	1184
"ZFYVE1"	628	923	448	513	1072	932	806	1430	604	299	932	788	865	1093	728	430	1292	830
"ZFYVE16"	1752	2380	1825	2722	2535	3842	1291	2498	1230	1698	4296	2562	2095	3430	1681	2145	2844	3466
"ZFYVE19"	392	357	173	177	484	449	476	441	344	136	381	349	388	504	290	193	663	407
"ZFYVE20"	864	4464	1423	1284	1068	1456	755	4744	1319	706	1006	1168	896	4925	1951	1054	1195	1533
"ZFYVE21"	809	1469	447	590	947	1095	379	1529	161	255	764	653	638	2172	391	442	1038	1048
"ZFYVE26"	625	1201	1230	1264	1549	3403	1068	1636	1586	641	1881	2827	1211	2152	2092	1234	2028	3596
"ZFYVE27"	289	1638	195	190	598	679	482	2448	169	228	704	527	394	1726	289	219	870	593
"ZFYVE28"	149	823	45	60	317	274	197	1774	100	74	646	445	100	3060	85	99	270	310
"ZFYVE9"	1344	6009	2783	1273	2217	2101	1191	7989	2744	639	2441	2084	1506	8837	4328	1021	2539	2487
"ZG16"	588	0	1	0	13	0	432	0	0	0	0	2	215	0	0	0	1	0
"ZG16B"	1	0	0	0	9	5	0	1	0	0	0	12	0	0	18	0	1	36
"ZGLP1"	15	5	8	4	12.31	26	15.01	70.62	12.19	2	34.13	23.65	27.36	36.24	3	7	20	30.16
"ZGPAT"	6079.33	355.41	134.66	92.12	1029.74	530.49	2931.61	662.12	128.65	112.19	326.24	533.79	2944.35	690.97	190.15	139.94	1256.41	477
"ZHX1"	3014	4208.92	1282.78	1502.96	2303.39	2216.72	1852.76	3852.53	1022.76	901.88	2771.93	1782.88	2785.53	7349.9	1779.53	1147.97	2387.75	2333.92
"ZHX1-C8ORF76"	0	4.61	17.95	3.68	26.89	19.62	27.95	17.37	10.22	7.39	19.78	15.64	26.11	15.94	27.92	12.69	14.39	15.22
"ZHX2"	694	831	1127	1534	887	859	1100	773	1353	708	1204	1162	952	1290	1633	1323	1057	846
"ZHX3"	1613	4661	1913	1822	5993	1669	2450	6710	2336	1162	11413	1696	1986	8412	2883	1619	5583	1623
"ZIC1"	37	171	346	1	0	1	29	153	30	4	2	3	32	46186	166	0	0	2
"ZIC2"	0	123	0	1	0	0	0	127	0	2	0	1	0	4094	0	0	0	1
"ZIC3"	0	36	1	0	1	0	0	30	0	0	0	0	0	1226	0	0	1	0
"ZIC4"	1	29	35	0	0	0	4	35	7	0	0	4	2	9166	28	0	1	0
"ZIC5"	0	116	0	0	0	0	0	75	0	0	0	0	0	2583	0	0	0	0
"ZIK1"	43	250	91	177	240	258	13	363	67	93	285	120	70	646	119	178	256	193
"ZIM2"	36.13	743.44	0	35.99	20.99	15.65	28.73	1297.42	0	20.09	88.92	37.51	44.89	510.19	0	29.37	47.29	8.06
"ZIM3"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
"ZKSCAN1"	6920	3677	840	1963	3356	2930	10679	4894	1089	996	3287	1966	7677	4929	1578	1712	3444	1843
"ZKSCAN2"	307	783	343	365	383	412	396	1070	614	179	544	280	302	963	646	268	464	321
"ZKSCAN3"	226	256	142	226	397	475	162	266	143	100	371	250	316	394	180	264	446	343
"ZKSCAN4"	159	145	52	81	162	355	86	204	62	60	242	188	167	384	109	101	207	223
"ZKSCAN5"	377	1046	578	447	682	619	361	1131	501	239	810	459	339	1649	844	409	701	610
"ZKSCAN7"	76	113	54	89	157	220	45	185	53	48	278	164	80	511.01	78	109	204	131
"ZKSCAN8"	670	1195	790	1198	1320	1778	840	1494	790	719	1631	1307	1043	2865	1191	1111	1584	1372
"ZMAT1"	213	438	101	477	670	498	563	757	106	318	718	461	503	623	205	578	810	476
"ZMAT2"	1186	2872	1638	664	1765	1487	462	3590	892	259	1417	926	810	2873	2106	476	1827	1523
"ZMAT3"	1063	7134	321	1679	1624	1674	1183	7814	510	928	2083	1010	2102	3735	720	1663.94	1559	1373
"ZMAT4"	1	1445	0	10	7	2	0	1712	0	2	42	3	11	90	0	2	21	0
"ZMAT5"	286	228	440	113	312	366	204	275	274	64	327	151	211	310	377	96	366	336
"ZMIZ1"	701	2506	573	1858	2964	5574	1263	5636	1155	2628	4844	3535	1534	4303	941	2940	3601	5141
"ZMIZ1-AS1"	7	18	11	3	16	19	30	122	3	3	4	17	7	62	8	3	12	36
"ZMIZ2"	361.11	1321.73	106.84	305.68	766.39	1149.45	787.66	2836.71	253.35	338.45	811.32	1204.45	354.29	940.65	196.32	446.62	934.26	987.24
"ZMPSTE24"	2123	1896	931	1534	2795	2894	1161	1788	676	662	3343	1391	1815	2195	1477	1187	3071	2860
"ZMYM1"	430	281	275	340	793	796	503	318	228	289	956	518	651	714	274	437	869	670
"ZMYM2"	2246	7894	3800	4558	4280	4145	2929	9602	2557	2320	6531	4980	3308	9143	4656	3054	4414	3608
"ZMYM3"	599	2030	475	644	1344	1075	676	3043	463	270	975	848	696	1857	577	538	1251	1008
"ZMYM4"	1731	4458	2553	2596	3099	3366	1286	5158	1746	1102	3501	2615	2078	9340	3606	1610	3573	2883
"ZMYM5"	276	413	522	382	412	594	309	536	348	255	580	600	421	1012	624	268	479	641
"ZMYM6"	422	1130	451	800	910.05	1103	436	1159	444	368	1292	806.17	687	1578	555	650	991	1093
"ZMYM6NB"	281	67	63	133	395.95	791	138	67	50	113	435	501.83	300	101	96	149	507	689
"ZMYND10"	6.69	25	2	1	51.85	1532.12	0	47.57	5.8	0	86.45	60.93	2	16.14	8	2	55.82	328.39
"ZMYND11"	2432	6638	3786	3464	4582	4371	1461	7093	2413	1449	5568	3293	2573	13059	4860	2495	5020	4287
"ZMYND12"	174	103	45	34	307	175	21	42	48	4	274	14	106	75	65	21	316	90
"ZMYND15"	23	16	2	3	26	472	35	16	0	11	22	90	41	27	4	5	42	393
"ZMYND19"	123	338	178	82	137	194	179	415	101	80	155	138	141	384	124	76	216	168
"ZMYND8"	452	2456	477	746	1254	1638	533	3644	638	391	4250	1636	495	2978	636	713	1346	1457
"ZNF10"	182	732	293	344	546	401	267	966	205	175.92	736	338	283	1388.75	417.99	274	558	432
"ZNF100"	131	300	272	186	196	635	64	246	157	152	252	230	233	1469	503	312	466	371
"ZNF101"	44	96	33	51	156	243	56	145	32	74	166	177	73	195	43	73	193	178
"ZNF106"	2906	11097	75886	81797	6604	9577	3178	15436	77158	19309	6158	6789	3625	12394	135134	46461	6611	8368
"ZNF107"	69	350	97	186	199	405	162	342	125	241	578	410	159	744	118	197	299	245
"ZNF114"	8	21	15	9	20	4	0	32	0	11	10	27	1	46	2	11	6	20
"ZNF117"	263.91	527.22	79.74	409.54	594.06	1321.74	243.49	624.41	84.14	446.67	587.79	747.99	309.04	943.49	114.75	564.07	810.75	1464.58
"ZNF12"	1089	2181	720	1368	1530	1787	893	2118	720	874	2107	1185	1300	5034	975	1238	1919	1881
"ZNF121"	313	463	277	483	506	488	329	536	246	307	584	530	400	974	447	362	545	518
"ZNF124"	173	1128	233	285	2254	1518	121	877	117	288	1189	725	428	4162	373	510	2059	1114
"ZNF131"	484	991	719	290	508	761	420	1012	419	248	713	654	495	1917	718	321	614	798
"ZNF132"	119	329	166	233	384	234	83	444	157	92	531	187	80	743	148	160	322	279
"ZNF133"	248	436	517	179	462	503	301	749	402	126	603	593	318	1105	533	222	495	491
"ZNF134"	254	748.55	257.01	369.51	527.14	664.7	190	896.84	388.59	240	540.76	408.76	359	1756.98	522.74	429.51	664.49	498.55
"ZNF135"	31	272	36	142	266	289	47	491	45	85	459	153	76	485	81	222	308	168
"ZNF136"	223	678	139	241	606	770	191	713	148	279	773	532	354	1479	245	338	675	677
"ZNF137P"	13	9	17	28	58	50	12	26	26	35	57	51	33	68	15	31	65	53
"ZNF138"	198	1016	280	285	373	220	146	1209	280	118	436	221	144	1746	326	158	441	297
"ZNF14"	77	775	207	257	557	533	51	794	179	237	570	369	160	1772	247	258	637	406
"ZNF140"	386	364	199	280	556	610	233	350	128	173	510	315	375	686	304	243	634	661
"ZNF141"	178	252	62	206	330	348	205	339	76	214	380	414	247	678	90	184	357	376
"ZNF142"	224	1017	388	422	598	793	291	1560	643	434	828	820	287	1355	639	553	642	696
"ZNF143"	395	555	708	339	585	748	174	533	312	220	528	650	305	1602	726	333	504	696
"ZNF146"	2130	2936	2422	1800	2660	2611	1674	2512	2021	1071	3096	2023	1847	3933	3283	1336	3100	2705
"ZNF148"	3223	5434	3199	3885	4716.99	3958	2212	5463	2004	1630	4964	2852	2767	9087	4125	2548	5165	3915.58
"ZNF154"	36	422	92	144	244	170	21	826	116	166	110	177	88	956	69	246	246	240
"ZNF155"	112	146	51	121	178	338	122	238	69	127	301	113	180	552	170	161	288	141
"ZNF157"	0	59	4	4	20	22	0	102	1	2	62	2	5	297	4	3	21	7
"ZNF16"	140	233	254	212	413	283	122	308	251	101	263	215	145	439	248	160	402	261
"ZNF160"	810	1661	497	984	1060	1577	597	1620	418	1053	1374	2139	1009	3224	879	1130	1346	1445
"ZNF165"	35	51	14	19	167	86	13	47	4	10	138	70	53	58	31	16	126	47
"ZNF169"	32	304	45	89	96	188	51	468	73	49	177	160	66	206	73	106	106	126
"ZNF17"	193	429	222	369	404	413	240	632	261	238	447	438	260	822.05	341	368	415	401.1
"ZNF174"	164	362	180	218	184	277	137	391	174	92	307	231	130	560	229	189	286	189
"ZNF175"	212	495	189	303	464	514	313	542	204	202	533	397	315	855	209	253	450	442
"ZNF177"	39	120.58	30.7	90.07	134.34	86.03	37.36	253.38	14.17	80.33	203.64	63.21	55.44	375.47	19	100.41	151.45	123.74
"ZNF18"	272	296	153	165	222	293	231	429	146	101	234	250	219	395	298	119	276	294
"ZNF180"	320	361	133	199	393	532	169	445	150	121	577	233	360	876	329	210	555	322
"ZNF181"	567	753	928	844.99	620	540	344	574	740	238	612	396	720	2075	1222	520	742	465
"ZNF182"	139	321.9	139	203	298	441	173	429	97	120	371	420	278	706.81	194	182	348	331
"ZNF184"	201	1597	251	257	458	511	130	1739	178	179	487	405	213	938	406	210	588	537
"ZNF185"	86	162	72	71	756	1683	52	140	43	32	818	349	90	202	91	67	911	1459
"ZNF189"	581	2021	538	1089	1814	1165	736	2483	647	549	1128	756	989	3844	823	896	1647	1324
"ZNF19"	105.13	84	29.33	40	202	307.41	111.73	142.15	38.63	20	250.59	157.19	102.16	222.64	49.24	55	225.8	173.58
"ZNF192P1"	4	32	10	18	18	14	14	88	26	12	14	19	6	74	17	13	37	16
"ZNF195"	172	821	366	351	652	595	245	891	293	212	721	413	318	1135	476	225	725	478
"ZNF197"	534	1143	887	653	732	1031	374	1245	646	295	972	727	756	2412	1435	564	899	933
"ZNF2"	134	275	195	162	205	277	118	298	147	86	269	176	131	410	249	149	245	192
"ZNF20"	86	63.83	29.28	69	234	346	62	103.41	38.56	61	266.97	186	88	209.81	74	85	344	244
"ZNF200"	217	287	139	190	238	396	125	331	120	130	286	219	225	707	215	221	235	347
"ZNF202"	124	248	193	175	191	358	158	405	172	97	278	325	135	493	221	189	284	276
"ZNF204P"	8	2059	470	620	1135	827	16	2650	161	125	1024	457	101	2065	900	300	1622	909
"ZNF205"	173	212	132	66	247	315	139	242	26	85	281	228	193	325	26	107	315	232
"ZNF205-AS1"	7	6	24	5	10	7	3	17	67	0	18	3	7	63	88	11	11	1
"ZNF207"	1691	2996	1978	2343	3020	3782	1710	3319	1855	1474	2928	3284	2313	4730	2731	1993	3121	3644
"ZNF208"	21	109	21	530	207	138	24	76	16	350	221	151	44	178	35	1178	304	86
"ZNF211"	214	427.45	313.99	369.49	423.86	579.3	79	653.16	146.41	213	488.24	407.24	270	1088.02	338.26	402.49	668.51	465.45
"ZNF212"	161	241	107	78	269	377	341	362	134	92	340	218	237	356	111	115	287	274
"ZNF213"	48	365	66	69	180	327	58	624	93	131	227	175	63	386	118	122	224	286
"ZNF214"	125	200	13	47	281	209	93	191	17	37	359	89	177	222	40	38	395	171
"ZNF215"	6	53	7	7	119	64	3	136	5	10	46	30	21	38	11	17	122	75
"ZNF217"	695	195	176	467	1491	2821	699	182	198	648	1469	1762	1261	124	445	612	1588	1935
"ZNF219"	143	316	273	198	238	642	217	533	310	300	570	403	136	1316	290	235	270	713
"ZNF22"	1222	720	1028	610	1070	1348	635	604	690	491	1236	1026	1109	1368	1335	593	1191	1150
"ZNF221"	132	276	41	160	177	178	94	436	33	96	242	210	147	660	96	179	269	124
"ZNF222"	115	167	41.74	65	96	126	35	201	38	66.79	120	90	40	449.88	61	68	110.92	89
"ZNF223"	83	470	36.4	118	195	221	47	522	62	71.63	323	157	133	676.49	75	134	239.15	161
"ZNF224"	258	432	185	298	487	706	361	601	116	186	527	585	408	995	311	335	692	549
"ZNF225"	121	272	109	152	205	234	96	301	65	97	275	216	131	517	184	132	288	184
"ZNF226"	267	698	180	381	569	574	333	1017	161	263	676	374	328	1786	316	413	606	394
"ZNF227"	421	735	346	346	611	706	253	859	210	246	639	578	432	1810	495	357	658	583
"ZNF229"	156	286	79	261	442	238	73	326	57	106	432	96	152	1026	159	213	579	175
"ZNF23"	247.87	706	282.67	249	294	458.59	302.27	913.85	276.37	140	454.41	514.81	312.84	1040.36	461.76	216	370.2	429.42
"ZNF230"	162	278	51	167	229	362	68	228	37	87	283	152	158	687	115	137	241	247
"ZNF232"	185	247	188	90	171	241	145	276	125	42	195	207	157	472	267	83	259	188
